,between centrality,degree centrality,close centrality,eigen centrality,strength,degree,date
PotCoin,0.003348717898491654,0.8461538461538463,0.8585164835164836,0.2067839855315592,73,22,2017-10-01
Primecoin,0.0014416792357968829,0.8076923076923077,0.8289124668435013,0.20051871947274744,184,21,2017-10-01
Ripple,0.0021696832579185523,0.8461538461538463,0.8585164835164836,0.2084850522684674,203,22,2017-10-01
Stellar,0.0014416792357968829,0.8076923076923077,0.8289124668435013,0.20051871947274744,61,21,2017-10-01
Titcoin,0.003348717898491654,0.8461538461538463,0.8585164835164836,0.2067839855315592,78,22,2017-10-01
Vertcoin,0.00435493390470766,0.8846153846153847,0.8903133903133903,0.2144897773331613,102,23,2017-10-01
Bitcoin Cash,0.0014745937822860898,0.7307692307692308,0.7754342431761786,0.1814897151569712,58,19,2017-10-01
Bitconnect,0.0,0.5384615384615385,0.6677350427350427,0.13593033118284034,18,14,2017-10-01
Ethereum Classic,0.00331452986430362,0.8461538461538463,0.8585164835164836,0.2067298965548343,101,22,2017-10-01
NuBits,0.0,0.3461538461538461,0.5863039399624765,0.08965304319024804,17,9,2017-10-01
Waves platform,0.0005228758169934642,0.6923076923076923,0.7512019230769231,0.17443845565224853,29,18,2017-10-01
Zcash,0.0018808755347216888,0.7307692307692308,0.7754342431761786,0.18033534401886636,81,19,2017-10-01
Filecoin,0.0,0.07692307692307693,0.500801282051282,0.01999643186868231,2,2,2017-10-01
OmiseGO,0.0,0.0,0.0,1.4967340949937308e-09,0,0,2017-10-01
Auroracoin,0.006313131313131313,1.0,1.0,0.29947081611781906,20,11,2014-04-27
Bitcoin,0.006313131313131313,1.0,1.0,0.29947081611781906,167,11,2014-04-27
Dogecoin,0.0020202020202020198,0.9090909090909092,0.9166666666666666,0.2775172262065998,93,10,2014-04-27
Ethereum,0.0020202020202020198,0.9090909090909092,0.9166666666666666,0.2775172262065998,21,10,2014-04-27
Litecoin,0.0,0.8181818181818182,0.8461538461538461,0.2534819724033736,110,9,2014-04-27
MazaCoin,0.006313131313131313,1.0,1.0,0.29947081611781906,19,11,2014-04-27
Namecoin,0.006313131313131313,1.0,1.0,0.29947081611781906,74,11,2014-04-27
Nxt,0.0,0.8181818181818182,0.8461538461538461,0.2534819724033736,9,9,2014-04-27
Peercoin,0.006313131313131313,1.0,1.0,0.29947081611781906,87,11,2014-04-27
Primecoin,0.006313131313131313,1.0,1.0,0.29947081611781906,79,11,2014-04-27
Ripple,0.006313131313131313,1.0,1.0,0.29947081611781906,84,11,2014-04-27
Vertcoin,0.006313131313131313,1.0,1.0,0.29947081611781906,21,11,2014-04-27
Bitcoin,0.6666666666666666,1.0,1.0,0.6116286437343044,17,3,2013-02-03
Litecoin,0.0,0.6666666666666666,0.75,0.5227204550943347,5,2,2013-02-03
Namecoin,0.0,0.6666666666666666,0.75,0.5227204550943347,7,2,2013-02-03
Ripple,0.0,0.3333333333333333,0.6,0.2818457979386573,9,1,2013-02-03
Auroracoin,0.0073158051099227565,0.8823529411764706,0.8947368421052632,0.252844382354684,42,15,2015-04-05
Bitcoin,0.032038610898905015,1.0,1.0,0.2697735806643932,279,17,2015-04-05
Dash,0.012308218742042272,0.9411764705882352,0.9444444444444444,0.2640096034801221,59,16,2015-04-05
Dogecoin,0.024595216874628643,0.9411764705882352,0.9444444444444444,0.2586083595389549,164,16,2015-04-05
Ethereum,0.012308218742042272,0.9411764705882352,0.9444444444444444,0.2640096034801221,57,16,2015-04-05
Litecoin,0.012308218742042272,0.9411764705882352,0.9444444444444444,0.2640096034801221,193,16,2015-04-05
MazaCoin,0.003022875816993464,0.7647058823529411,0.8095238095238095,0.2237815315726588,38,13,2015-04-05
Monero,0.004175420168067228,0.7058823529411764,0.7727272727272727,0.2045380884483966,18,12,2015-04-05
Namecoin,0.032038610898905015,1.0,1.0,0.2697735806643931,116,17,2015-04-05
Nxt,0.001336898395721925,0.7647058823529411,0.8095238095238095,0.22708483462541035,23,13,2015-04-05
Peercoin,0.024595216874628643,0.9411764705882352,0.9444444444444444,0.2586083595389549,125,16,2015-04-05
PotCoin,0.0,0.6470588235294118,0.7391304347826086,0.19337286732295844,12,11,2015-04-05
Primecoin,0.012308218742042272,0.9411764705882352,0.9444444444444444,0.2640096034801221,131,16,2015-04-05
Ripple,0.017238562091503266,0.8235294117647058,0.85,0.22954550875692975,111,14,2015-04-05
Titcoin,0.002874331550802139,0.7647058823529411,0.8095238095238095,0.22349728205590252,22,13,2015-04-05
Vertcoin,0.005278891859774212,0.8235294117647058,0.85,0.2382500557508485,51,14,2015-04-05
NEM,0.0021390374331550803,0.5882352941176471,0.7083333333333334,0.17247047167442248,15,10,2015-04-05
Stellar,0.0,0.29411764705882354,0.5862068965517241,0.08903582830806618,8,5,2015-04-05
Auroracoin,0.0002801120448179272,0.8571428571428571,0.875,0.2273484942321403,65,18,2016-10-23
Bitcoin,0.06028011204481794,1.0,1.0,0.2361050773341024,392,21,2016-10-23
Dash,0.013613445378151264,0.9047619047619048,0.9130434782608696,0.2307257641794883,101,19,2016-10-23
Dogecoin,0.06028011204481794,1.0,1.0,0.2361050773341024,232,21,2016-10-23
Ethereum,0.023809523809523808,0.8571428571428571,0.875,0.21803105598587166,128,18,2016-10-23
Gridcoin,0.0,0.8095238095238095,0.84,0.2159182262908545,17,17,2016-10-23
Litecoin,0.013613445378151264,0.9047619047619048,0.9130434782608696,0.2307257641794883,240,19,2016-10-23
MazaCoin,0.0002801120448179272,0.8571428571428571,0.875,0.2273484942321403,66,18,2016-10-23
Monero,0.0002801120448179272,0.8571428571428571,0.875,0.2273484942321403,57,18,2016-10-23
NEM,0.013613445378151264,0.9047619047619048,0.9130434782608696,0.2307257641794883,52,19,2016-10-23
Namecoin,0.013613445378151264,0.9047619047619048,0.9130434782608696,0.2307257641794883,162,19,2016-10-23
Nxt,0.0002801120448179272,0.8571428571428571,0.875,0.2273484942321403,75,18,2016-10-23
Peercoin,0.013613445378151264,0.9047619047619048,0.9130434782608696,0.23072576417948826,147,19,2016-10-23
PotCoin,0.0002801120448179272,0.8571428571428571,0.875,0.2273484942321403,40,18,2016-10-23
Primecoin,0.0002801120448179272,0.8571428571428571,0.875,0.2273484942321403,157,18,2016-10-23
Ripple,0.013613445378151264,0.9047619047619048,0.9130434782608696,0.23072576417948826,157,19,2016-10-23
Stellar,0.0002801120448179272,0.8571428571428571,0.875,0.2273484942321403,34,18,2016-10-23
Titcoin,0.0002801120448179272,0.8571428571428571,0.875,0.2273484942321403,53,18,2016-10-23
Vertcoin,0.0002801120448179272,0.8571428571428571,0.875,0.2273484942321403,72,18,2016-10-23
Ethereum Classic,0.0,0.14285714285714285,0.5384615384615384,0.03818794003194659,4,3,2016-10-23
NuBits,0.0,0.2380952380952381,0.5675675675675675,0.06442023877432446,8,5,2016-10-23
Zcash,0.0,0.2380952380952381,0.5675675675675675,0.06442023877432446,5,5,2016-10-23
Auroracoin,0.0,0.75,0.78125,0.2729605563516583,25,12,2014-12-21
Bitcoin,0.05416666666666667,0.8125,0.8272058823529411,0.2764292777606605,238,13,2014-12-21
Dash,0.02291666666666666,0.8125,0.8272058823529411,0.27998726533409257,34,13,2014-12-21
Dogecoin,0.11666666666666667,0.8125,0.8272058823529411,0.2746839621490573,141,13,2014-12-21
Ethereum,0.0,0.75,0.78125,0.2729605563516583,37,12,2014-12-21
Litecoin,0.0,0.75,0.78125,0.2729605563516583,158,12,2014-12-21
MazaCoin,0.0,0.75,0.78125,0.2729605563516583,36,12,2014-12-21
Namecoin,0.02291666666666666,0.8125,0.8272058823529411,0.27998726533409257,102,13,2014-12-21
Nxt,0.0,0.75,0.78125,0.27296055635165817,14,12,2014-12-21
Peercoin,0.0,0.75,0.78125,0.27296055635165817,110,12,2014-12-21
Primecoin,0.02291666666666666,0.8125,0.8272058823529411,0.27998726533409257,104,13,2014-12-21
Ripple,0.05416666666666667,0.8125,0.8272058823529411,0.27642927776066045,103,13,2014-12-21
Vertcoin,0.02291666666666666,0.8125,0.8272058823529411,0.27998726533409257,49,13,2014-12-21
Stellar,0.0,0.125,0.46875,0.045560193924816375,3,2,2014-12-21
Titcoin,0.0,0.25,0.5022321428571428,0.09229318240114336,5,4,2014-12-21
PotCoin,0.0,0.0625,0.4536290322580645,0.02263625418310197,1,1,2014-12-21
NEM,0.0,0.0,0.0,3.958412683688671e-09,0,0,2014-12-21
Auroracoin,0.0,1.0,1.0,0.2773500981126145,25,12,2014-06-29
Bitcoin,0.0,1.0,1.0,0.2773500981126145,199,12,2014-06-29
Dash,0.0,1.0,1.0,0.2773500981126145,22,12,2014-06-29
Dogecoin,0.0,1.0,1.0,0.2773500981126145,119,12,2014-06-29
Ethereum,0.0,1.0,1.0,0.2773500981126145,32,12,2014-06-29
Litecoin,0.0,1.0,1.0,0.2773500981126145,132,12,2014-06-29
MazaCoin,0.0,1.0,1.0,0.2773500981126145,27,12,2014-06-29
Namecoin,0.0,1.0,1.0,0.2773500981126145,83,12,2014-06-29
Nxt,0.0,1.0,1.0,0.2773500981126145,12,12,2014-06-29
Peercoin,0.0,1.0,1.0,0.2773500981126145,94,12,2014-06-29
Primecoin,0.0,1.0,1.0,0.2773500981126145,89,12,2014-06-29
Ripple,0.0,1.0,1.0,0.2773500981126145,91,12,2014-06-29
Vertcoin,0.0,1.0,1.0,0.2773500981126145,41,12,2014-06-29
Auroracoin,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,224,36,2018-09-16
Bitcoin,0.0070262436189855535,1.0,1.0,0.16727939410759468,925,37,2018-09-16
Bitcoin Cash,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,310,36,2018-09-16
Bitcoin Gold,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,244,36,2018-09-16
Bitcoin Private,0.00033025143912240683,0.9459459459459459,0.9487179487179488,0.16218948166650066,153,35,2018-09-16
Bitconnect,0.0070262436189855535,1.0,1.0,0.16727939410759468,182,37,2018-09-16
Cardano,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,228,36,2018-09-16
Dash,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,385,36,2018-09-16
Decred,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,156,36,2018-09-16
Dogecoin,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,524,36,2018-09-16
EOS,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,193,36,2018-09-16
Ethereum,0.0070262436189855535,1.0,1.0,0.16727939410759468,565,37,2018-09-16
Ethereum Classic,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,273,36,2018-09-16
Filecoin,0.006535127502869437,0.972972972972973,0.9736842105263158,0.1632057268930106,109,36,2018-09-16
Gridcoin,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,212,36,2018-09-16
Litecoin,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,560,36,2018-09-16
MazaCoin,0.0002317658567658568,0.8918918918918919,0.902439024390244,0.1532912649601974,122,33,2018-09-16
Monero,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,397,36,2018-09-16
NEM,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,285,36,2018-09-16
NEO,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,174,36,2018-09-16
Namecoin,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,348,36,2018-09-16
NuBits,0.006636557745428711,0.972972972972973,0.9736842105263158,0.16308319203381122,147,36,2018-09-16
Nxt,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,256,36,2018-09-16
OmiseGO,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,178,36,2018-09-16
Peercoin,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,334,36,2018-09-16
Petro,0.00027887124661318206,0.9459459459459459,0.9487179487179488,0.1623127038770718,127,35,2018-09-16
PotCoin,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,227,36,2018-09-16
Primecoin,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,323,36,2018-09-16
Ripple,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,441,36,2018-09-16
Stellar,0.0070262436189855535,1.0,1.0,0.16727939410759468,250,37,2018-09-16
Tether,0.006535127502869437,0.972972972972973,0.9736842105263158,0.16320572689301058,184,36,2018-09-16
Titcoin,0.00046968706242899783,0.972972972972973,0.9736842105263158,0.1663863710916559,225,36,2018-09-16
VeChain,0.0,0.8918918918918919,0.902439024390244,0.1539196123781331,65,33,2018-09-16
Verge,0.00033025143912240683,0.9459459459459459,0.9487179487179488,0.16219016901787242,65,35,2018-09-16
Vertcoin,0.0002317658567658568,0.8918918918918919,0.902439024390244,0.1532667544634787,142,33,2018-09-16
Waves platform,0.000182000182000182,0.8648648648648649,0.8809523809523809,0.14879169167217354,97,32,2018-09-16
Zcash,0.00033025143912240683,0.9459459459459459,0.9487179487179488,0.16218948166650066,272,35,2018-09-16
Tezos,0.0,0.1891891891891892,0.5522388059701493,0.03261421832566864,8,7,2018-09-16
Auroracoin,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,25,12,2014-08-31
Bitcoin,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,217,12,2014-08-31
Dash,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,25,12,2014-08-31
Dogecoin,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,133,12,2014-08-31
Ethereum,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,32,12,2014-08-31
Litecoin,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,145,12,2014-08-31
MazaCoin,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,36,12,2014-08-31
Namecoin,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,91,12,2014-08-31
Nxt,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,12,12,2014-08-31
Peercoin,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,106,12,2014-08-31
Primecoin,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,102,12,2014-08-31
Ripple,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,97,12,2014-08-31
Vertcoin,0.0,0.9230769230769232,0.9230769230769232,0.27735009811253714,43,12,2014-08-31
PotCoin,0.0,0.0,0.0,7.469844519356335e-07,0,0,2014-08-31
Auroracoin,0.012499999999999995,0.8125,0.8421052631578947,0.2784410412695741,28,13,2015-01-18
Bitcoin,0.1125,0.875,0.8888888888888888,0.27494465283899483,243,14,2015-01-18
Dash,0.012499999999999995,0.8125,0.8421052631578947,0.2784410412695741,35,13,2015-01-18
Dogecoin,0.125,0.8125,0.8421052631578947,0.2698385555805048,141,13,2015-01-18
Ethereum,0.0,0.75,0.8,0.2681854492186118,37,12,2015-01-18
Litecoin,0.012499999999999995,0.8125,0.8421052631578947,0.2784410412695741,161,13,2015-01-18
MazaCoin,0.0,0.75,0.8,0.2681854492186118,36,12,2015-01-18
Namecoin,0.07083333333333335,0.875,0.8888888888888888,0.28185225045961665,103,14,2015-01-18
Nxt,0.0,0.75,0.8,0.2681854492186118,17,12,2015-01-18
Peercoin,0.0,0.75,0.8,0.2681854492186118,111,12,2015-01-18
Primecoin,0.012499999999999995,0.8125,0.8421052631578947,0.2784410412695741,104,13,2015-01-18
Ripple,0.05416666666666667,0.8125,0.8421052631578947,0.2715334436489523,105,13,2015-01-18
Titcoin,0.0,0.375,0.5714285714285714,0.1362569279587856,7,6,2015-01-18
Vertcoin,0.012499999999999995,0.8125,0.8421052631578947,0.2784410412695741,50,13,2015-01-18
NEM,0.0,0.125,0.5161290322580645,0.04531982642147545,2,2,2015-01-18
Stellar,0.0,0.125,0.5,0.04447996959470698,3,2,2015-01-18
PotCoin,0.0,0.0625,0.4705882352941176,0.021963080451056452,1,1,2015-01-18
Auroracoin,0.0018077024411415753,0.6285714285714286,0.7291666666666666,0.1690924388509593,92,22,2018-01-21
Bitcoin,0.07783004611054406,0.9714285714285714,0.9722222222222222,0.21529600143883826,652,34,2018-01-21
Bitcoin Gold,0.007983173661621514,0.6285714285714286,0.7291666666666666,0.16137461452106042,58,22,2018-01-21
Bitconnect,0.00504315928165344,0.6,0.7142857142857143,0.15378126044874615,36,21,2018-01-21
Dash,0.0038002400293291883,0.7428571428571429,0.7954545454545454,0.1950953767905634,231,26,2018-01-21
Dogecoin,0.0216436927813336,0.8571428571428571,0.875,0.20949743264614126,352,30,2018-01-21
Ethereum,0.06998636318282754,0.9714285714285714,0.9722222222222222,0.21725984849282054,354,34,2018-01-21
Gridcoin,0.02513642320683713,0.8857142857142857,0.8974358974358975,0.21237311645697585,93,31,2018-01-21
Litecoin,0.03422779868476723,0.8857142857142857,0.8974358974358975,0.20885103591845244,372,31,2018-01-21
MazaCoin,0.01667530017628881,0.7428571428571429,0.7954545454545454,0.18095470589826326,90,26,2018-01-21
Monero,0.015360512842691472,0.8571428571428571,0.875,0.21071401326399966,228,30,2018-01-21
NEM,0.018758538719708943,0.8571428571428571,0.875,0.20980476229979145,151,30,2018-01-21
Namecoin,0.0084936102509014,0.7714285714285714,0.813953488372093,0.19571583666872314,226,27,2018-01-21
Nxt,0.009611458835123531,0.7999999999999999,0.8333333333333334,0.20168963849604266,145,28,2018-01-21
Peercoin,0.0011165343330314585,0.6571428571428571,0.7446808510638298,0.17825177010346138,199,23,2018-01-21
PotCoin,0.0012976749007136395,0.6571428571428571,0.7446808510638298,0.17810534999235775,79,23,2018-01-21
Primecoin,0.005910451900058269,0.6571428571428571,0.7446808510638298,0.1729019040816978,189,23,2018-01-21
Ripple,0.004237067614217236,0.7428571428571429,0.7954545454545454,0.19456223966887812,245,26,2018-01-21
Stellar,0.014899593696911384,0.8285714285714285,0.8536585365853658,0.2043458584275836,96,29,2018-01-21
Tether,0.003325381261354413,0.5428571428571428,0.6862745098039216,0.1400565813519107,27,19,2018-01-21
Titcoin,0.0012976749007136395,0.6571428571428571,0.7446808510638298,0.17810534999235775,87,23,2018-01-21
Vertcoin,0.006591371326652436,0.6857142857142857,0.7608695652173914,0.17980316276943806,104,24,2018-01-21
Zcash,0.014932481764635682,0.7428571428571429,0.7954545454545454,0.1852497210563797,131,26,2018-01-21
Bitcoin Cash,0.010016162295671623,0.7142857142857143,0.7777777777777778,0.18118514022687096,105,25,2018-01-21
Bitcoin Private,0.0,0.14285714285714285,0.5384615384615384,0.039618653452577916,5,5,2018-01-21
Cardano,0.0005749152807976339,0.22857142857142854,0.5645161290322581,0.06078477553668216,11,8,2018-01-21
Decred,0.006312279297683986,0.5142857142857142,0.6730769230769231,0.1320219119088377,30,18,2018-01-21
EOS,0.0027611044417767106,0.4,0.625,0.10089734312352992,14,14,2018-01-21
Ethereum Classic,0.007863532012789238,0.7428571428571429,0.7954545454545454,0.1908880642247,143,26,2018-01-21
NEO,0.0,0.17142857142857146,0.546875,0.04270932218651384,6,6,2018-01-21
NuBits,0.0034469062546175744,0.5714285714285714,0.7,0.14779458540279372,40,20,2018-01-21
OmiseGO,0.0016284749193795165,0.2857142857142857,0.5833333333333334,0.0709362684258208,15,10,2018-01-21
Petro,0.0,0.17142857142857146,0.546875,0.04753016390586217,9,6,2018-01-21
Verge,0.0,0.057142857142857134,0.5147058823529411,0.01748225395144679,2,2,2018-01-21
Waves platform,0.0007917181320412582,0.5714285714285714,0.7,0.15755088237599596,36,20,2018-01-21
Filecoin,0.0,0.3428571428571429,0.603448275862069,0.09017266638396083,13,12,2018-01-21
Auroracoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,66,18,2017-01-15
Bitcoin,0.04410097372282245,1.0,1.0,0.2357404576654591,410,21,2017-01-15
Dash,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,102,19,2017-01-15
Dogecoin,0.04410097372282245,1.0,1.0,0.2357404576654591,235,21,2017-01-15
Ethereum,0.04007936507936508,0.9523809523809524,0.9545454545454546,0.2247723282302383,143,20,2017-01-15
Gridcoin,0.0,0.8095238095238095,0.84,0.2116782594986229,19,17,2017-01-15
Litecoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,240,19,2017-01-15
MazaCoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,67,19,2017-01-15
Monero,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,64,19,2017-01-15
NEM,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,53,19,2017-01-15
Namecoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,164,19,2017-01-15
Nxt,0.014735894357743097,0.9523809523809524,0.9545454545454546,0.2337689328438128,78,20,2017-01-15
Peercoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,148,19,2017-01-15
PotCoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,40,18,2017-01-15
Primecoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,158,18,2017-01-15
Ripple,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,166,19,2017-01-15
Stellar,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,35,18,2017-01-15
Titcoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,53,18,2017-01-15
Vertcoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,72,18,2017-01-15
Ethereum Classic,0.0,0.14285714285714285,0.5384615384615384,0.038048119608257186,4,3,2017-01-15
NuBits,0.0,0.3809523809523809,0.6176470588235294,0.10078024048205017,14,8,2017-01-15
Zcash,0.0,0.3809523809523809,0.6176470588235294,0.10078024048205017,19,8,2017-01-15
Bitcoin,0.2857142857142857,1.0,1.0,0.3849767409880755,119,7,2014-02-09
Dogecoin,0.0,0.8571428571428571,0.875,0.375878755169718,49,6,2014-02-09
Ethereum,0.0,0.14285714285714285,0.5384615384615384,0.06390522177865653,1,1,2014-02-09
Litecoin,0.0,0.8571428571428571,0.875,0.375878755169718,78,6,2014-02-09
Namecoin,0.0,0.8571428571428571,0.875,0.375878755169718,56,6,2014-02-09
Peercoin,0.0,0.8571428571428571,0.875,0.375878755169718,67,6,2014-02-09
Primecoin,0.0,0.8571428571428571,0.875,0.375878755169718,50,6,2014-02-09
Ripple,0.0,0.8571428571428571,0.875,0.375878755169718,60,6,2014-02-09
Auroracoin,0.00026455026455026457,0.8571428571428571,0.875,0.22254586294583492,66,18,2017-02-26
Bitcoin,0.042743764172335615,1.0,1.0,0.2354909550645459,417,21,2017-02-26
Dash,0.0055555555555555575,0.9047619047619048,0.9130434782608696,0.2283476711556819,114,19,2017-02-26
Dogecoin,0.042743764172335615,1.0,1.0,0.2354909550645459,237,21,2017-02-26
Ethereum,0.03941798941798943,0.9523809523809524,0.9545454545454546,0.22428631159342494,159,20,2017-02-26
Gridcoin,0.005291005291005293,0.8571428571428571,0.875,0.21675360472001468,24,18,2017-02-26
Litecoin,0.006897203325774755,0.9047619047619048,0.9130434782608696,0.22772994537403,243,19,2017-02-26
MazaCoin,0.0055555555555555575,0.9047619047619048,0.9130434782608696,0.2283476711556819,70,19,2017-02-26
Monero,0.006897203325774755,0.9047619047619048,0.9130434782608696,0.22772994537403,66,19,2017-02-26
NEM,0.0055555555555555575,0.9047619047619048,0.9130434782608696,0.2283476711556819,64,19,2017-02-26
Namecoin,0.0055555555555555575,0.9047619047619048,0.9130434782608696,0.2283476711556819,169,19,2017-02-26
Nxt,0.013378684807256236,0.9523809523809524,0.9545454545454546,0.2335317535838769,78,20,2017-02-26
Peercoin,0.006897203325774755,0.9047619047619048,0.9130434782608696,0.22772994537403,151,19,2017-02-26
PotCoin,0.00026455026455026457,0.8571428571428571,0.875,0.22254586294583492,40,18,2017-02-26
Primecoin,0.00026455026455026457,0.8571428571428571,0.875,0.22254586294583492,161,18,2017-02-26
Ripple,0.006897203325774755,0.9047619047619048,0.9130434782608696,0.22772994537403,172,19,2017-02-26
Stellar,0.00026455026455026457,0.8571428571428571,0.875,0.22254586294583492,37,18,2017-02-26
Titcoin,0.00026455026455026457,0.8571428571428571,0.875,0.22254586294583492,53,18,2017-02-26
Vertcoin,0.00026455026455026457,0.8571428571428571,0.875,0.22254586294583492,75,18,2017-02-26
Ethereum Classic,0.0,0.14285714285714285,0.5384615384615384,0.03789980077267812,4,3,2017-02-26
NuBits,0.00026455026455026457,0.42857142857142855,0.6363636363636364,0.11223498930310492,15,9,2017-02-26
Zcash,0.0,0.3809523809523809,0.6176470588235294,0.10028491077359744,21,8,2017-02-26
Bitcoin,0.0,1.0,1.0,0.4472135954999579,26,4,2013-06-23
Litecoin,0.0,1.0,1.0,0.4472135954999579,12,4,2013-06-23
Namecoin,0.0,1.0,1.0,0.4472135954999579,11,4,2013-06-23
Peercoin,0.0,1.0,1.0,0.4472135954999579,6,4,2013-06-23
Ripple,0.0,1.0,1.0,0.4472135954999579,15,4,2013-06-23
Auroracoin,0.0002801120448179272,0.8571428571428571,0.875,0.2241055896711172,65,18,2016-11-20
Bitcoin,0.04614179004935308,1.0,1.0,0.2359162884526125,402,21,2016-11-20
Dash,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.2293498836091859,102,19,2016-11-20
Dogecoin,0.04614179004935308,1.0,1.0,0.2359162884526125,232,21,2016-11-20
Ethereum,0.042006802721088435,0.9523809523809524,0.9545454545454546,0.2248843709591672,135,20,2016-11-20
Gridcoin,0.0,0.8095238095238095,0.84,0.21242664377905676,17,17,2016-11-20
Litecoin,0.008556756035747631,0.9047619047619048,0.9130434782608696,0.22868993205558602,240,19,2016-11-20
MazaCoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.2293498836091859,67,19,2016-11-20
Monero,0.008556756035747631,0.9047619047619048,0.9130434782608696,0.22868993205558602,59,19,2016-11-20
NEM,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.2293498836091859,53,19,2016-11-20
Namecoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.2293498836091859,164,19,2016-11-20
Nxt,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.2293498836091859,77,19,2016-11-20
Peercoin,0.008556756035747631,0.9047619047619048,0.9130434782608696,0.22868993205558602,148,19,2016-11-20
PotCoin,0.0002801120448179272,0.8571428571428571,0.875,0.2241055896711172,40,18,2016-11-20
Primecoin,0.0002801120448179272,0.8571428571428571,0.875,0.2241055896711172,158,18,2016-11-20
Ripple,0.008556756035747631,0.9047619047619048,0.9130434782608696,0.22868993205558602,161,19,2016-11-20
Stellar,0.0002801120448179272,0.8571428571428571,0.875,0.2241055896711172,34,18,2016-11-20
Titcoin,0.0002801120448179272,0.8571428571428571,0.875,0.2241055896711172,53,18,2016-11-20
Vertcoin,0.0002801120448179272,0.8571428571428571,0.875,0.2241055896711172,72,18,2016-11-20
Ethereum Classic,0.0,0.14285714285714285,0.5384615384615384,0.038164721362902124,4,3,2016-11-20
NuBits,0.0,0.3809523809523809,0.6176470588235294,0.10098104322682808,14,8,2016-11-20
Zcash,0.0,0.3333333333333333,0.6,0.08827318825975508,13,7,2016-11-20
Auroracoin,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,60,17,2016-05-29
Bitcoin,0.025245995834231125,1.0,1.0,0.2442549366081788,365,18,2016-05-29
Dash,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,88,17,2016-05-29
Dogecoin,0.025245995834231125,1.0,1.0,0.2442549366081788,218,18,2016-05-29
Ethereum,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,94,17,2016-05-29
